Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Phosphorous,Potassium,Fertilizer Name
33,63,65,Sandy,Wheat,19,89,37,Urea
28,62,70,Red,Maize,91,93,98,20-20
35,45,19,Black,Rice,11,90,5,Urea
27,34,47,Sandy,Maize,98,69,66,14-35-14
30,56,24,Red,Maize,53,67,27,14-35-14
32,42,24,Black,Cotton,40,5,76,10-26-26
26,74,31,Clay,Sugarcane,55,30,8,28-28
25,75,31,Red,Wheat,95,83,5,28-28
40,70,56,Black,Rice,5,39,44,Urea
20,48,23,Red,Cotton,71,61,100,17-17-17
28,66,49,Black,Cotton,99,71,42,14-35-14
25,61,29,Black,Sugarcane,17,85,79,DAP
24,68,49,Clay,Pulses,82,71,77,17-17-17
26,39,44,Black,Rice,86,33,72,14-35-14
31,53,16,Red,Maize,53,12,82,10-26-26
35,76,23,Black,Maize,42,3,53,10-26-26
26,76,14,Loamy,Maize,97,53,20,17-17-17
37,75,41,Red,Maize,26,18,50,17-17-17
23,66,27,Black,Pulses,82,44,98,20-20
23,37,12,Black,Rice,80,39,0,28-28
26,32,10,Red,Rice,19,3,67,Urea
23,68,15,Black,Groundnut,40,57,86,14-35-14
25,40,65,Black,Sugarcane,93,17,17,20-20
36,66,60,Loamy,Pulses,97,26,44,17-17-17
38,37,34,Loamy,Maize,33,95,13,17-17-17
27,58,49,Red,Cotton,43,40,100,20-20
26,54,51,Red,Groundnut,0,38,30,DAP
26,77,35,Clay,Wheat,47,79,81,17-17-17
39,58,46,Red,Cotton,19,16,43,DAP
40,69,46,Loamy,Sugarcane,80,79,66,14-35-14
21,30,51,Loamy,Wheat,72,51,35,17-17-17
20,78,41,Clay,Pulses,43,99,28,14-35-14
34,48,39,Loamy,Wheat,0,19,10,Urea
35,36,18,Loamy,Pulses,70,59,85,17-17-17
30,79,19,Loamy,Maize,2,81,1,Urea
23,38,27,Sandy,Groundnut,23,35,87,14-35-14
40,30,24,Loamy,Rice,59,18,22,14-35-14
29,32,33,Loamy,Wheat,69,11,86,DAP
20,65,36,Clay,Pulses,78,13,92,10-26-26
28,73,69,Red,Pulses,76,8,3,10-26-26
32,58,20,Red,Maize,49,22,51,20-20
21,77,15,Loamy,Wheat,1,19,94,Urea
27,30,30,Sandy,Sugarcane,73,36,97,20-20
21,45,50,Clay,Groundnut,44,38,10,17-17-17
33,38,21,Sandy,Wheat,47,32,50,17-17-17
28,35,10,Sandy,Groundnut,53,20,88,20-20
23,78,12,Sandy,Sugarcane,2,19,29,DAP
21,32,50,Sandy,Maize,52,22,84,14-35-14
35,49,41,Clay,Sugarcane,57,15,63,17-17-17
36,37,58,Sandy,Maize,90,45,4,28-28
29,62,66,Sandy,Maize,29,88,52,20-20
25,56,10,Black,Pulses,32,9,18,10-26-26
30,46,25,Clay,Rice,66,43,74,17-17-17
39,51,14,Loamy,Wheat,72,41,81,20-20
26,80,65,Black,Rice,69,45,78,20-20
34,38,64,Clay,Rice,4,61,72,Urea
34,57,23,Loamy,Rice,41,26,22,14-35-14
25,66,67,Loamy,Rice,31,99,59,17-17-17
30,47,52,Clay,Pulses,11,31,51,DAP
39,60,47,Loamy,Cotton,19,0,71,DAP
21,32,32,Sandy,Rice,85,21,71,20-20
38,55,21,Black,Rice,78,7,33,DAP
29,56,18,Red,Pulses,53,85,80,20-20
23,61,22,Red,Pulses,4,17,33,DAP
34,78,65,Loamy,Pulses,25,2,71,10-26-26
23,34,18,Clay,Rice,30,92,63,17-17-17
36,41,64,Clay,Cotton,28,5,72,10-26-26
40,80,67,Clay,Cotton,16,40,26,DAP
25,34,44,Clay,Rice,59,31,41,20-20
26,52,36,Loamy,Cotton,35,39,91,20-20
33,50,67,Red,Groundnut,74,26,79,17-17-17
24,45,38,Loamy,Sugarcane,5,95,56,DAP
30,37,20,Clay,Sugarcane,39,71,45,20-20
23,36,51,Clay,Sugarcane,30,2,12,10-26-26
37,56,19,Loamy,Sugarcane,32,81,57,17-17-17
21,51,20,Black,Rice,24,13,38,DAP
38,70,12,Black,Sugarcane,25,39,77,20-20
27,31,49,Red,Wheat,16,39,84,Urea
23,78,12,Black,Wheat,14,71,100,Urea
34,51,20,Loamy,Rice,47,100,43,20-20
35,35,29,Red,Groundnut,23,91,65,14-35-14
31,65,25,Clay,Sugarcane,7,91,39,DAP
30,66,17,Clay,Rice,21,47,15,20-20
22,69,36,Sandy,Groundnut,46,51,51,14-35-14
32,50,63,Sandy,Cotton,66,32,56,20-20
30,56,45,Red,Cotton,36,97,11,20-20
22,39,15,Loamy,Sugarcane,57,30,24,14-35-14
33,60,30,Red,Maize,44,15,93,14-35-14
34,72,42,Black,Groundnut,42,38,1,28-28
24,60,45,Sandy,Cotton,8,2,47,DAP
24,39,56,Clay,Groundnut,89,51,0,28-28
33,55,32,Sandy,Pulses,51,79,48,20-20
21,70,50,Red,Cotton,72,4,65,10-26-26
21,55,14,Red,Pulses,74,76,66,17-17-17
25,72,60,Red,Cotton,56,59,43,14-35-14
37,55,61,Red,Maize,9,78,23,Urea
38,40,68,Red,Groundnut,53,92,6,28-28
40,44,14,Clay,Cotton,69,90,42,20-20
36,34,67,Sandy,Sugarcane,64,25,54,17-17-17
21,34,10,Clay,Maize,15,30,25,Urea
21,31,30,Sandy,Cotton,42,5,11,10-26-26
24,58,66,Loamy,Cotton,55,93,2,28-28
21,49,43,Loamy,Pulses,36,17,13,20-20
36,43,27,Loamy,Sugarcane,93,77,4,28-28
23,49,64,Clay,Groundnut,5,70,43,DAP
38,33,30,Sandy,Pulses,95,36,77,20-20
31,34,20,Loamy,Rice,95,24,54,14-35-14
26,60,25,Black,Sugarcane,25,88,4,28-28
35,34,51,Red,Pulses,55,78,13,14-35-14
37,44,20,Sandy,Wheat,2,86,60,Urea
28,45,60,Clay,Pulses,6,77,17,DAP
29,71,27,Red,Cotton,79,85,23,20-20
31,60,69,Clay,Groundnut,5,66,52,DAP
36,36,62,Clay,Rice,52,9,49,DAP
30,48,10,Clay,Sugarcane,29,37,28,14-35-14
22,54,68,Loamy,Cotton,98,38,13,20-20
33,34,44,Loamy,Pulses,56,66,4,28-28
33,61,34,Sandy,Rice,23,96,6,28-28
34,62,58,Clay,Rice,19,34,86,Urea
32,69,69,Loamy,Pulses,34,46,50,20-20
21,33,24,Loamy,Groundnut,21,84,57,20-20
21,32,27,Red,Wheat,75,5,81,DAP
33,56,50,Loamy,Maize,30,62,75,14-35-14
20,68,48,Red,Pulses,32,16,48,14-35-14
26,76,30,Red,Rice,74,27,97,17-17-17
21,74,51,Clay,Sugarcane,94,5,21,10-26-26
26,49,37,Clay,Wheat,64,13,10,DAP
29,73,50,Loamy,Wheat,90,22,30,20-20
23,72,59,Sandy,Groundnut,31,53,72,14-35-14
29,66,33,Clay,Rice,40,20,18,17-17-17
38,65,28,Sandy,Cotton,27,67,59,14-35-14
28,45,10,Clay,Pulses,62,51,14,17-17-17
39,30,40,Red,Wheat,71,36,60,17-17-17
23,40,32,Red,Maize,36,22,0,28-28
23,32,47,Sandy,Sugarcane,54,25,62,14-35-14
23,43,54,Clay,Wheat,39,65,88,14-35-14
31,40,34,Black,Maize,17,88,48,Urea
24,35,48,Loamy,Sugarcane,54,36,62,14-35-14
32,72,54,Clay,Pulses,26,67,58,17-17-17
20,53,43,Clay,Pulses,98,8,52,10-26-26
36,36,43,Loamy,Maize,17,24,2,Urea
37,69,45,Clay,Groundnut,27,48,6,28-28
40,52,10,Clay,Sugarcane,35,93,36,14-35-14
33,69,39,Clay,Groundnut,21,50,40,20-20
28,36,39,Black,Wheat,33,62,69,20-20
28,34,60,Black,Wheat,86,96,69,14-35-14
37,72,60,Clay,Pulses,4,27,24,DAP
30,60,64,Clay,Pulses,77,29,85,14-35-14
21,51,29,Black,Wheat,62,62,59,14-35-14
37,42,10,Black,Rice,81,64,95,14-35-14
23,56,54,Red,Maize,19,55,64,Urea
25,79,70,Loamy,Maize,92,70,75,20-20
40,59,17,Loamy,Wheat,14,15,52,Urea
36,47,27,Clay,Sugarcane,37,53,15,17-17-17
20,34,56,Black,Maize,7,0,30,Urea
39,74,55,Sandy,Wheat,5,86,81,Urea
27,75,24,Loamy,Cotton,52,29,75,20-20
20,33,10,Sandy,Cotton,1,40,71,DAP
21,79,40,Red,Cotton,48,45,90,17-17-17
39,48,34,Clay,Maize,19,69,81,Urea
28,30,39,Black,Pulses,21,55,11,14-35-14
40,37,19,Loamy,Pulses,62,79,17,20-20
34,44,67,Black,Groundnut,96,27,95,17-17-17
20,49,46,Red,Cotton,76,3,12,10-26-26
36,77,57,Sandy,Wheat,26,57,23,14-35-14
20,69,14,Loamy,Sugarcane,78,59,65,20-20
36,68,60,Clay,Wheat,83,2,92,DAP
40,37,70,Sandy,Pulses,66,48,69,14-35-14
31,39,25,Sandy,Cotton,29,79,8,28-28
28,46,57,Black,Groundnut,21,12,47,10-26-26
28,64,22,Black,Rice,28,74,60,14-35-14
30,59,51,Loamy,Sugarcane,48,51,42,17-17-17
27,57,46,Loamy,Rice,86,87,48,20-20
36,48,53,Loamy,Pulses,22,12,30,10-26-26
31,39,35,Red,Groundnut,84,25,17,20-20
34,46,65,Red,Wheat,56,52,25,14-35-14
29,46,18,Black,Maize,95,61,28,14-35-14
32,43,35,Loamy,Cotton,79,9,57,10-26-26
28,58,29,Loamy,Maize,33,88,100,20-20
37,52,28,Loamy,Wheat,91,89,1,28-28
37,55,36,Sandy,Pulses,75,76,6,28-28
30,65,44,Loamy,Cotton,44,90,83,17-17-17
39,79,30,Sandy,Maize,32,16,52,14-35-14
32,44,18,Red,Wheat,60,26,86,17-17-17
22,72,66,Sandy,Maize,43,89,20,17-17-17
24,51,29,Sandy,Rice,58,13,75,DAP
25,49,41,Clay,Cotton,6,65,40,DAP
36,77,58,Loamy,Maize,100,53,3,28-28
32,30,17,Red,Groundnut,63,93,91,17-17-17
20,68,32,Clay,Groundnut,70,27,91,17-17-17
21,41,41,Black,Groundnut,25,6,11,10-26-26
22,41,10,Clay,Cotton,33,55,97,20-20
38,51,21,Red,Maize,30,6,12,10-26-26
38,60,39,Clay,Sugarcane,41,73,49,17-17-17
40,49,38,Clay,Sugarcane,88,31,9,28-28
32,56,25,Clay,Groundnut,33,45,32,17-17-17
24,75,32,Clay,Cotton,28,98,69,20-20
38,60,34,Loamy,Rice,34,12,58,DAP
27,48,53,Loamy,Groundnut,41,46,79,20-20
34,62,43,Clay,Wheat,7,17,83,Urea
22,34,20,Sandy,Pulses,38,41,93,20-20
35,33,46,Red,Groundnut,7,100,0,DAP
37,77,61,Clay,Pulses,42,32,10,20-20
33,35,44,Black,Maize,4,50,73,Urea
30,31,63,Sandy,Pulses,78,48,15,20-20
40,64,33,Red,Maize,87,61,47,17-17-17
23,55,53,Black,Wheat,18,31,2,Urea
31,42,43,Red,Sugarcane,47,43,95,14-35-14
39,71,69,Clay,Sugarcane,80,27,18,20-20
31,33,66,Black,Maize,77,83,92,14-35-14
31,53,41,Loamy,Sugarcane,64,77,92,17-17-17
25,44,17,Sandy,Wheat,97,20,79,14-35-14
32,75,67,Red,Maize,54,30,60,20-20
34,38,50,Sandy,Pulses,57,69,100,17-17-17
20,42,63,Loamy,Rice,93,55,23,17-17-17
39,76,27,Loamy,Pulses,28,84,64,14-35-14
39,73,45,Black,Pulses,46,16,87,20-20
38,59,62,Red,Sugarcane,50,7,12,10-26-26
24,33,52,Black,Rice,78,73,29,17-17-17
36,54,61,Clay,Wheat,66,74,5,28-28
27,35,70,Black,Maize,52,90,94,14-35-14
26,49,20,Black,Groundnut,80,15,60,17-17-17
30,39,36,Red,Cotton,77,82,69,14-35-14
38,79,28,Black,Wheat,96,80,53,14-35-14
20,53,66,Sandy,Wheat,66,47,55,14-35-14
32,72,64,Red,Pulses,68,11,92,10-26-26
39,71,26,Red,Sugarcane,43,85,58,20-20
39,80,47,Sandy,Maize,10,87,20,Urea
36,71,36,Clay,Sugarcane,10,51,62,DAP
35,34,50,Clay,Pulses,25,29,21,14-35-14
22,71,65,Black,Sugarcane,72,71,99,20-20
22,59,16,Red,Rice,70,43,47,17-17-17
24,71,21,Loamy,Maize,37,27,87,20-20
37,69,41,Loamy,Wheat,51,0,55,DAP
27,52,36,Clay,Wheat,45,9,79,DAP
28,48,40,Clay,Pulses,23,59,92,20-20
23,37,16,Loamy,Groundnut,22,91,29,14-35-14
21,36,46,Loamy,Rice,29,90,66,20-20
40,47,29,Clay,Sugarcane,25,81,49,17-17-17
32,35,49,Loamy,Rice,74,8,19,DAP
21,75,49,Red,Rice,19,38,18,Urea
22,61,43,Red,Rice,70,84,83,20-20
24,78,18,Clay,Sugarcane,18,14,19,DAP
39,36,56,Black,Rice,51,61,46,20-20
23,80,38,Loamy,Sugarcane,41,1,38,10-26-26
36,72,40,Loamy,Pulses,53,51,64,14-35-14
30,60,45,Sandy,Rice,34,46,92,20-20
22,34,23,Sandy,Cotton,8,44,73,DAP
26,75,13,Clay,Cotton,12,13,45,DAP
35,70,63,Clay,Cotton,67,62,49,17-17-17
23,67,24,Sandy,Pulses,79,98,22,20-20
36,79,18,Loamy,Maize,76,56,64,20-20
26,71,25,Black,Cotton,41,3,84,10-26-26
21,31,56,Red,Cotton,86,97,0,28-28
35,30,67,Sandy,Wheat,96,84,66,14-35-14
23,44,18,Loamy,Groundnut,23,2,21,10-26-26
32,65,15,Red,Sugarcane,95,88,3,28-28
39,51,47,Loamy,Rice,97,96,87,14-35-14
34,41,68,Sandy,Maize,18,50,13,Urea
39,76,36,Loamy,Wheat,15,76,41,Urea
29,66,65,Black,Wheat,95,92,96,14-35-14
23,58,42,Sandy,Pulses,69,5,56,10-26-26
40,62,58,Loamy,Sugarcane,72,19,91,17-17-17
39,35,31,Sandy,Groundnut,99,69,8,28-28
31,56,33,Loamy,Groundnut,3,25,10,DAP
25,40,51,Black,Rice,40,52,5,28-28
22,72,49,Black,Pulses,68,59,3,28-28
27,77,62,Sandy,Cotton,29,16,86,20-20
37,35,19,Sandy,Pulses,90,93,90,20-20
25,70,14,Black,Cotton,3,47,100,DAP
38,70,10,Black,Groundnut,66,11,10,10-26-26
24,67,51,Red,Rice,45,17,42,14-35-14
20,39,61,Clay,Pulses,72,41,68,20-20
27,38,68,Black,Cotton,54,88,4,28-28
35,33,37,Loamy,Pulses,99,38,65,20-20
20,39,66,Loamy,Cotton,86,34,56,14-35-14
37,36,63,Sandy,Groundnut,60,52,31,20-20
40,78,43,Black,Pulses,60,27,83,20-20
35,50,41,Loamy,Maize,52,0,19,10-26-26
37,46,47,Black,Rice,34,29,55,17-17-17
34,71,69,Black,Rice,2,50,72,Urea
31,76,54,Sandy,Cotton,46,61,83,17-17-17
28,36,56,Sandy,Cotton,100,44,69,14-35-14
33,67,23,Sandy,Cotton,42,31,77,17-17-17
36,75,16,Black,Sugarcane,4,78,54,DAP
39,48,29,Loamy,Groundnut,62,0,9,10-26-26
36,47,17,Loamy,Groundnut,72,22,23,17-17-17
27,54,13,Clay,Groundnut,30,26,0,28-28
35,73,59,Red,Rice,1,100,49,Urea
37,34,68,Black,Cotton,81,70,56,14-35-14
39,69,55,Sandy,Groundnut,58,37,14,17-17-17
22,59,64,Black,Wheat,35,76,34,20-20
31,79,43,Loamy,Groundnut,70,39,5,28-28
37,35,19,Black,Sugarcane,13,82,66,DAP
39,55,28,Sandy,Rice,8,42,15,Urea
33,42,51,Red,Sugarcane,82,61,69,17-17-17
25,59,38,Sandy,Rice,7,67,58,Urea
28,46,38,Clay,Rice,11,52,54,Urea
25,56,44,Black,Cotton,44,50,22,20-20
25,63,62,Black,Rice,55,57,26,14-35-14
23,43,16,Sandy,Groundnut,82,82,40,20-20
30,55,39,Sandy,Maize,48,46,47,20-20
27,32,55,Black,Groundnut,83,63,37,20-20
34,37,15,Loamy,Maize,4,70,90,Urea
37,31,38,Loamy,Cotton,34,80,53,20-20
35,37,24,Clay,Groundnut,61,39,43,14-35-14
33,74,34,Sandy,Sugarcane,92,58,35,20-20
35,75,61,Clay,Cotton,91,60,23,20-20
33,45,21,Sandy,Rice,89,47,84,20-20
29,39,20,Loamy,Pulses,99,10,99,10-26-26
25,59,37,Black,Groundnut,42,52,36,14-35-14
35,30,19,Black,Wheat,43,73,56,17-17-17
22,35,67,Sandy,Groundnut,74,79,71,17-17-17
32,59,59,Black,Sugarcane,94,3,31,10-26-26
27,41,43,Loamy,Groundnut,13,3,59,DAP
33,38,12,Black,Rice,68,21,22,17-17-17
36,44,27,Loamy,Rice,13,19,6,Urea
38,64,40,Loamy,Cotton,58,39,27,14-35-14
39,50,39,Red,Wheat,1,81,83,Urea
30,51,34,Red,Maize,78,69,87,17-17-17
24,70,41,Clay,Rice,75,36,61,17-17-17
39,76,69,Red,Cotton,42,30,38,20-20
39,63,46,Red,Maize,95,23,72,20-20
36,39,34,Clay,Groundnut,9,70,24,DAP
23,48,23,Red,Sugarcane,10,6,88,DAP
21,74,34,Sandy,Pulses,68,43,64,14-35-14
40,69,49,Loamy,Maize,12,5,69,Urea
39,43,46,Sandy,Cotton,79,100,89,14-35-14
32,58,29,Red,Rice,5,86,92,Urea
35,31,49,Black,Sugarcane,57,25,69,17-17-17
33,47,25,Black,Wheat,2,66,76,Urea
27,67,20,Red,Groundnut,7,2,27,DAP
37,61,39,Black,Groundnut,84,78,88,20-20
38,52,21,Red,Sugarcane,31,92,61,14-35-14
40,73,57,Black,Pulses,71,6,40,10-26-26
33,42,34,Sandy,Groundnut,42,82,99,20-20
33,61,28,Sandy,Maize,90,69,34,14-35-14
21,34,22,Clay,Rice,63,35,90,20-20
21,40,33,Black,Sugarcane,25,52,65,17-17-17
31,70,26,Loamy,Sugarcane,34,56,22,14-35-14
39,43,11,Black,Wheat,83,25,32,14-35-14
35,79,26,Clay,Cotton,53,52,29,14-35-14
25,56,69,Clay,Groundnut,89,58,26,20-20
27,69,66,Clay,Pulses,10,94,96,DAP
34,72,48,Red,Wheat,82,2,19,DAP
31,53,32,Sandy,Wheat,96,70,8,28-28
31,35,25,Sandy,Maize,84,27,68,20-20
36,43,22,Clay,Pulses,10,11,12,DAP
21,35,30,Loamy,Maize,43,66,4,28-28
26,44,19,Sandy,Sugarcane,54,73,58,14-35-14
37,80,47,Clay,Maize,23,89,81,20-20
22,69,43,Clay,Groundnut,64,7,41,10-26-26
36,49,44,Red,Rice,6,42,54,Urea
35,49,28,Red,Maize,59,73,62,17-17-17
33,46,18,Clay,Sugarcane,22,94,33,20-20
31,49,43,Black,Maize,83,31,23,14-35-14
29,36,18,Clay,Pulses,72,18,59,14-35-14
40,67,46,Black,Wheat,87,95,0,28-28
34,37,59,Sandy,Pulses,60,36,49,20-20
29,65,26,Black,Groundnut,82,84,13,14-35-14
36,68,15,Loamy,Wheat,56,0,35,DAP
39,35,21,Loamy,Sugarcane,64,24,51,14-35-14
38,36,61,Red,Sugarcane,54,55,26,17-17-17
21,79,20,Clay,Cotton,8,69,67,DAP
29,55,38,Black,Groundnut,97,97,30,14-35-14
23,65,28,Clay,Maize,65,67,89,20-20
38,58,23,Black,Cotton,89,72,86,17-17-17
30,75,17,Loamy,Wheat,84,30,59,17-17-17
23,36,47,Black,Groundnut,3,62,41,DAP
34,34,34,Red,Maize,35,59,22,20-20
33,42,67,Clay,Rice,74,94,84,20-20
26,51,23,Red,Wheat,55,27,75,17-17-17
34,65,60,Red,Wheat,29,37,11,17-17-17
26,41,66,Black,Wheat,49,19,16,20-20
36,61,36,Clay,Pulses,82,98,40,14-35-14
38,76,62,Red,Rice,77,96,7,28-28
40,63,54,Clay,Rice,54,5,84,DAP
34,78,31,Loamy,Sugarcane,99,37,46,20-20
21,60,57,Loamy,Maize,47,94,55,17-17-17
25,61,35,Clay,Maize,14,25,86,Urea
23,73,68,Clay,Rice,68,62,1,28-28
37,57,14,Clay,Maize,87,20,16,17-17-17
30,59,19,Loamy,Cotton,60,75,88,14-35-14
24,62,24,Clay,Sugarcane,89,13,26,10-26-26
28,36,67,Red,Pulses,22,7,11,10-26-26
21,48,43,Loamy,Rice,67,23,31,14-35-14
37,46,37,Red,Groundnut,75,40,67,20-20
28,48,68,Loamy,Groundnut,45,59,89,14-35-14
33,52,50,Black,Groundnut,71,30,7,28-28
20,73,38,Loamy,Maize,98,68,73,14-35-14
38,70,10,Loamy,Pulses,75,75,39,20-20
30,55,54,Black,Sugarcane,95,20,31,14-35-14
30,70,17,Sandy,Groundnut,49,92,43,17-17-17
24,36,39,Clay,Groundnut,36,72,32,20-20
20,49,37,Loamy,Rice,45,70,61,14-35-14
33,42,65,Black,Sugarcane,91,67,98,17-17-17
36,59,49,Loamy,Wheat,60,21,63,20-20
38,77,52,Loamy,Groundnut,62,84,64,20-20
27,60,13,Clay,Sugarcane,23,23,78,20-20
38,36,32,Clay,Sugarcane,27,35,2,28-28
33,37,61,Clay,Pulses,54,78,98,17-17-17
22,72,45,Clay,Rice,46,80,43,17-17-17
24,39,22,Red,Rice,9,62,45,Urea
37,36,51,Loamy,Pulses,12,14,15,DAP
23,58,61,Clay,Rice,28,33,100,17-17-17
40,77,43,Sandy,Pulses,22,46,14,17-17-17
37,50,15,Black,Maize,10,38,94,Urea
39,38,37,Clay,Rice,78,98,39,14-35-14
20,31,16,Black,Maize,44,59,100,14-35-14
38,66,67,Loamy,Wheat,26,61,31,17-17-17
34,48,30,Black,Wheat,61,19,47,17-17-17
29,59,68,Red,Cotton,92,91,9,28-28
37,35,21,Black,Sugarcane,13,11,42,DAP
28,48,18,Red,Cotton,67,65,20,14-35-14
25,72,32,Red,Groundnut,30,49,58,14-35-14
39,36,19,Sandy,Cotton,79,81,87,20-20
20,61,50,Clay,Sugarcane,40,4,23,10-26-26
34,48,19,Loamy,Wheat,22,3,6,DAP
35,78,40,Clay,Rice,87,44,57,17-17-17
38,46,43,Red,Wheat,25,74,59,14-35-14
26,40,38,Red,Cotton,20,36,15,20-20
20,35,62,Loamy,Groundnut,65,72,15,20-20
22,65,43,Sandy,Sugarcane,67,77,61,20-20
22,39,64,Clay,Cotton,69,91,89,20-20
24,62,67,Black,Pulses,73,95,53,20-20
39,62,21,Red,Pulses,89,29,59,17-17-17
27,32,36,Red,Groundnut,30,55,52,14-35-14
39,59,31,Clay,Groundnut,88,36,45,20-20
26,59,32,Clay,Cotton,70,78,15,14-35-14
20,77,25,Red,Sugarcane,91,69,40,17-17-17
27,33,14,Loamy,Maize,41,41,61,20-20
27,69,20,Sandy,Groundnut,8,23,33,DAP
36,37,14,Black,Pulses,95,91,94,14-35-14
29,52,59,Clay,Wheat,4,12,72,Urea
36,33,11,Clay,Rice,50,84,11,17-17-17
33,67,61,Black,Rice,43,74,84,17-17-17
20,31,66,Red,Sugarcane,14,55,41,DAP
24,35,58,Black,Rice,48,15,1,28-28
36,37,38,Red,Groundnut,98,86,12,20-20
29,46,61,Red,Pulses,41,63,39,17-17-17
31,45,52,Black,Wheat,28,79,15,20-20
27,40,42,Sandy,Groundnut,56,47,38,14-35-14
20,76,53,Sandy,Wheat,43,23,100,14-35-14
36,70,11,Sandy,Maize,39,7,66,10-26-26
20,54,46,Red,Cotton,23,24,0,28-28
20,62,21,Black,Cotton,34,99,25,20-20
29,60,43,Loamy,Maize,35,3,73,10-26-26
32,80,36,Black,Pulses,70,34,9,28-28
34,39,36,Clay,Sugarcane,80,31,86,17-17-17
22,76,18,Sandy,Groundnut,53,75,76,17-17-17
37,40,26,Black,Maize,58,47,91,20-20
21,45,34,Red,Pulses,92,50,94,17-17-17
36,69,39,Red,Wheat,89,26,46,20-20
22,71,38,Clay,Sugarcane,9,11,88,DAP
32,33,63,Black,Rice,61,34,72,17-17-17
21,39,14,Black,Rice,81,34,93,20-20
40,60,16,Sandy,Maize,76,21,2,28-28
21,60,21,Loamy,Maize,23,80,1,28-28
21,78,40,Black,Pulses,8,87,72,DAP
33,55,62,Sandy,Pulses,58,4,95,10-26-26
40,74,70,Sandy,Pulses,27,56,33,20-20
25,34,26,Loamy,Sugarcane,17,22,92,DAP
30,61,28,Red,Rice,49,61,44,14-35-14
26,46,62,Sandy,Wheat,0,21,16,Urea
36,55,37,Black,Pulses,73,6,23,10-26-26
22,72,18,Clay,Groundnut,5,92,50,DAP
36,75,44,Sandy,Rice,30,76,23,17-17-17
28,45,45,Clay,Sugarcane,36,68,79,14-35-14
38,41,10,Red,Groundnut,26,90,50,20-20
39,65,48,Sandy,Pulses,14,70,62,DAP
26,72,54,Loamy,Wheat,77,3,57,DAP
35,49,65,Red,Groundnut,42,63,37,14-35-14
36,32,64,Loamy,Pulses,76,10,63,10-26-26
31,52,63,Black,Wheat,58,25,63,20-20
35,70,60,Sandy,Maize,70,25,13,14-35-14
29,80,54,Sandy,Cotton,15,100,72,DAP
36,77,57,Sandy,Wheat,73,53,53,14-35-14
34,77,66,Black,Rice,93,94,75,20-20
31,73,63,Black,Sugarcane,70,49,36,17-17-17
30,77,40,Sandy,Cotton,51,60,89,17-17-17
38,34,23,Clay,Sugarcane,47,88,83,17-17-17
22,55,54,Sandy,Pulses,99,75,53,20-20
38,60,59,Black,Cotton,3,59,67,DAP
28,57,49,Black,Groundnut,12,42,24,DAP
30,71,30,Red,Groundnut,86,36,77,17-17-17
26,47,52,Sandy,Wheat,34,69,41,17-17-17
26,76,69,Sandy,Wheat,91,86,48,17-17-17
37,77,52,Red,Sugarcane,86,5,83,10-26-26
26,42,57,Loamy,Wheat,18,80,73,Urea
35,77,56,Red,Pulses,41,38,94,14-35-14
22,39,58,Clay,Cotton,69,54,38,17-17-17
37,49,67,Loamy,Sugarcane,79,12,39,10-26-26
38,69,51,Loamy,Wheat,70,14,31,DAP
40,55,61,Loamy,Pulses,47,17,22,17-17-17
38,45,39,Clay,Pulses,60,26,48,14-35-14
35,70,41,Clay,Cotton,5,100,6,DAP
30,58,51,Black,Pulses,36,92,51,14-35-14
32,30,16,Sandy,Sugarcane,20,63,1,28-28
37,75,64,Loamy,Rice,18,18,73,Urea
30,50,16,Black,Pulses,71,25,88,17-17-17
33,75,15,Red,Cotton,7,80,80,DAP
40,78,50,Sandy,Pulses,79,66,11,17-17-17
30,31,40,Black,Cotton,91,37,30,17-17-17
32,41,61,Black,Pulses,56,4,10,10-26-26
34,53,63,Sandy,Sugarcane,56,51,61,14-35-14
22,74,27,Clay,Groundnut,77,76,84,14-35-14
28,34,57,Red,Pulses,11,60,93,DAP
34,32,10,Clay,Sugarcane,53,7,8,10-26-26
20,59,57,Clay,Rice,33,54,40,17-17-17
39,32,43,Clay,Pulses,5,90,59,DAP
28,66,15,Clay,Groundnut,99,51,61,20-20
38,32,26,Clay,Rice,89,32,65,20-20
37,58,32,Black,Wheat,68,36,53,20-20
40,72,52,Red,Maize,48,31,20,14-35-14
32,77,26,Clay,Wheat,13,34,10,Urea
27,50,35,Black,Maize,5,85,98,Urea
28,69,18,Clay,Rice,9,95,2,Urea
27,40,68,Black,Sugarcane,7,18,58,DAP
34,67,41,Sandy,Pulses,56,52,83,17-17-17
33,40,66,Red,Groundnut,47,53,61,20-20
36,52,69,Black,Wheat,17,51,8,Urea
31,46,21,Loamy,Pulses,0,62,10,DAP
38,55,42,Red,Cotton,55,14,67,10-26-26
23,78,29,Clay,Wheat,47,47,33,20-20
28,31,68,Sandy,Groundnut,8,49,16,DAP
28,45,58,Loamy,Pulses,70,90,90,17-17-17
28,39,10,Sandy,Pulses,66,53,89,20-20
36,45,52,Loamy,Maize,24,56,58,20-20
21,69,37,Clay,Rice,100,50,71,14-35-14
36,48,13,Clay,Sugarcane,57,72,55,17-17-17
35,53,44,Loamy,Wheat,52,31,11,14-35-14
24,40,25,Black,Cotton,33,59,55,17-17-17
21,77,18,Red,Pulses,38,36,41,20-20
21,53,50,Sandy,Sugarcane,53,16,21,20-20
